13:22:45 [EventWingMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 1000000)
13:22:46 [EventWingMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 1000000)
14:47:31 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 200000)
14:47:33 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 350000)
14:47:40 [ElementalItemRefinemenJewelUpgradeLevelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 100, ChaosMoney: 100000)
14:47:44 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 100000)
14:47:46 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 200000)
14:47:47 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 350000)
14:47:59 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 500000)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 0)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 1)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 2)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 3)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 4)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 5)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 6)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 7)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 8)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 9)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 10)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 11)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 12)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 13)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 14)
14:52:59 [ArtifactCreateMix][Failure][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 15)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 16)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 17)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 18)
14:52:59 [ArtifactCreateMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 95, ChaosMoney: 200000000, MixCount: 20 , MixNumber: 19)
15:00:16 [CGSocketSystemCombinationExtractSeedRecv][Success][kudoshjn][IKBiv] - (MixRate: 100, MixMoney: 10000000)
15:00:20 [CGSocketSystemCombinationExtractSeedRecv][Success][kudoshjn][IKBiv] - (MixRate: 100, MixMoney: 10000000)
15:00:31 [CGSocketSystemCombinationExtractSeedRecv][Success][kudoshjn][IKBiv] - (MixRate: 100, MixMoney: 10000000)
15:04:38 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 1000000, MixMoney: 1000000)
15:04:39 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 1000000, MixMoney: 1500000)
15:04:40 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 950000, MixMoney: 2000000)
15:04:41 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 950000, MixMoney: 2500000)
15:04:42 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 950000, MixMoney: 3000000)
15:04:45 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 900000, MixMoney: 3500000)
15:04:46 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 900000, MixMoney: 4000000)
15:04:47 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 900000, MixMoney: 4500000)
15:04:48 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 850000, MixMoney: 5000000)
15:04:49 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 850000, MixMoney: 5500000)
15:04:50 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 800000, MixMoney: 6000000)
15:04:52 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 800000, MixMoney: 6500000)
15:04:53 [CGArtifactSystemArtifactLevelUpRecv][Success][kudoshjn][IKBiv] - (MixRate: 750000, MixMoney: 7000000)
15:26:58 [MasteryItemMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
15:27:23 [MasteryItemMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
15:27:36 [MasteryItemMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
15:27:49 [MasteryItemMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
15:28:46 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
15:28:47 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
15:28:48 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 2, ChaosSuccessRate: 100, ChaosMoney: 6000000)
15:28:50 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 3, ChaosSuccessRate: 100, ChaosMoney: 8000000)
15:28:52 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 4, ChaosSuccessRate: 90, ChaosMoney: 10000000)
15:29:31 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
15:29:38 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 5, ChaosSuccessRate: 90, ChaosMoney: 12000000)
15:29:40 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
15:29:41 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 2, ChaosSuccessRate: 100, ChaosMoney: 6000000)
15:29:43 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 3, ChaosSuccessRate: 100, ChaosMoney: 8000000)
15:29:45 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 4, ChaosSuccessRate: 90, ChaosMoney: 10000000)
15:29:47 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 5, ChaosSuccessRate: 90, ChaosMoney: 12000000)
15:30:00 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
15:30:02 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
15:30:03 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 2, ChaosSuccessRate: 100, ChaosMoney: 6000000)
15:30:05 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 3, ChaosSuccessRate: 100, ChaosMoney: 8000000)
15:30:06 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 4, ChaosSuccessRate: 90, ChaosMoney: 10000000)
15:30:08 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 5, ChaosSuccessRate: 90, ChaosMoney: 12000000)
15:30:20 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
15:30:21 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
15:30:23 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 2, ChaosSuccessRate: 100, ChaosMoney: 6000000)
15:30:25 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 3, ChaosSuccessRate: 100, ChaosMoney: 8000000)
15:30:26 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 4, ChaosSuccessRate: 90, ChaosMoney: 10000000)
15:30:28 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 5, ChaosSuccessRate: 90, ChaosMoney: 12000000)
15:35:54 [MasteryItemMix][Success][kudoshjn][IKBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
15:36:12 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
15:36:14 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
15:36:17 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 2, ChaosSuccessRate: 100, ChaosMoney: 6000000)
15:36:34 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 2, ChaosSuccessRate: 80, ChaosMoney: 6000000)
15:36:39 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 3, ChaosSuccessRate: 100, ChaosMoney: 8000000)
15:36:46 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 3, ChaosSuccessRate: 80, ChaosMoney: 8000000)
15:36:51 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 4, ChaosSuccessRate: 90, ChaosMoney: 10000000)
15:36:53 [PlusItemLevelMix][Success][kudoshjn][IKBiv] - (Type: 5, ChaosSuccessRate: 90, ChaosMoney: 12000000)
15:49:45 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:46 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:47 [ElementalItemRefinemenJewelMix][Failure][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:49 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:51 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:53 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:54 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:57 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:49:59 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:02 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:04 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:06 [ElementalItemRefinemenJewelMix][Failure][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:07 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:09 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:12 [ElementalItemRefinemenJewelMix][Failure][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:50:16 [ElementalItemRefinemenJewelMix][Failure][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
15:53:03 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
15:53:05 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
15:53:07 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 2, ChaosSuccessRate: 100, ChaosMoney: 6000000)
15:53:10 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 3, ChaosSuccessRate: 100, ChaosMoney: 8000000)
15:53:16 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 4, ChaosSuccessRate: 90, ChaosMoney: 10000000)
15:53:18 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 5, ChaosSuccessRate: 90, ChaosMoney: 12000000)
15:54:54 [PetMix][Success][kudoshjn][IKBiv] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
15:54:55 [PetMix][Success][kudoshjn][IKBiv] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
15:54:56 [PetMix][Success][kudoshjn][IKBiv] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
15:54:58 [PetMix][Success][kudoshjn][IKBiv] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
15:56:48 [ElementalItemRefinemenJewelMix][Success][test1][SumBiv] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
16:18:42 [MasteryItemMix][Success][test1][SumBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
16:18:48 [MasteryItemMix][Success][test1][SumBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
16:18:52 [MasteryItemMix][Success][test1][SumBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
16:18:57 [MasteryItemMix][Success][test1][SumBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
16:20:18 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 0, ChaosSuccessRate: 90, ChaosMoney: 2000000)
16:20:20 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 1, ChaosSuccessRate: 90, ChaosMoney: 4000000)
16:20:21 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 2, ChaosSuccessRate: 80, ChaosMoney: 6000000)
16:20:23 [PlusItemLevelMix][Failure][test1][SumBiv] - (Type: 3, ChaosSuccessRate: 80, ChaosMoney: 8000000, ChaosAmulet: 1)
16:20:34 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 0, ChaosSuccessRate: 90, ChaosMoney: 2000000)
16:20:35 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 1, ChaosSuccessRate: 90, ChaosMoney: 4000000)
16:20:37 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 2, ChaosSuccessRate: 80, ChaosMoney: 6000000)
16:20:39 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 3, ChaosSuccessRate: 80, ChaosMoney: 8000000)
16:20:48 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 4, ChaosSuccessRate: 70, ChaosMoney: 10000000)
16:20:51 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 5, ChaosSuccessRate: 70, ChaosMoney: 12000000)
16:47:41 [MasteryItemMix][Success][test1][SumBiv] - (ChaosSuccessRate: 100, ChaosMoney: 0)
16:48:06 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 0, ChaosSuccessRate: 100, ChaosMoney: 2000000)
16:48:08 [PlusItemLevelMix][Success][test1][SumBiv] - (Type: 1, ChaosSuccessRate: 100, ChaosMoney: 4000000)
